url,Reportdata number 1,Reportdata link 1,Reportdata link 1_link,Reportdata number 2,Reportdata link 2,Reportdata link 2_link,Reportdata number 3,Reportdata number 4,Reportdata number 5,
http://zipatlas.com/us/ia/zip-code-comparison/population-density.6.htm,593,51650,http://zipatlas.com/us/ia/riverton/zip-51650.htm,"40.651427, -95.558688",Riverton,http://zipatlas.com/us/ia/riverton.htm,356,17.51,"#24,847",18
http://zipatlas.com/us/ia/zip-code-comparison/population-density.6.htm,594,52550,http://zipatlas.com/us/ia/delta/zip-52550.htm,"41.310310, -92.355076",Delta,http://zipatlas.com/us/ia/delta.htm,685,17.5,"#24,851",18
http://zipatlas.com/us/ia/zip-code-comparison/population-density.6.htm,595,51358,http://zipatlas.com/us/ia/ruthven/zip-51358.htm,"43.131557, -94.902069",Ruthven,http://zipatlas.com/us/ia/ruthven.htm,"1,329",17.41,"#24,882",17
http://zipatlas.com/us/ia/zip-code-comparison/population-density.6.htm,596,50234,http://zipatlas.com/us/ia/rhodes/zip-50234.htm,"41.890010, -93.168853",Rhodes,http://zipatlas.com/us/ia/rhodes.htm,458,17.39,"#24,888",17
http://zipatlas.com/us/ia/zip-code-comparison/population-density.6.htm,597,51463,http://zipatlas.com/us/ia/templeton/zip-51463.htm,"41.908569, -94.921222",Templeton,http://zipatlas.com/us/ia/templeton.htm,652,17.37,"#24,897",17
http://zipatlas.com/us/ia/zip-code-comparison/population-density.6.htm,598,51458,http://zipatlas.com/us/ia/odebolt/zip-51458.htm,"42.326374, -95.235307",Odebolt,http://zipatlas.com/us/ia/odebolt.htm,"1,694",17.3,"#24,923",17
http://zipatlas.com/us/ia/zip-code-comparison/population-density.6.htm,599,50636,http://zipatlas.com/us/ia/greene/zip-50636.htm,"42.895005, -92.809048",Greene,http://zipatlas.com/us/ia/greene.htm,"2,005",17.3,"#24,925",17
http://zipatlas.com/us/ia/zip-code-comparison/population-density.6.htm,600,52038,http://zipatlas.com/us/ia/dundee/zip-52038.htm,"42.586693, -91.561483",Dundee,http://zipatlas.com/us/ia/dundee.htm,512,17.26,"#24,934",17
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,701,50864,http://zipatlas.com/us/ia/villisca/zip-50864.htm,"40.960461, -94.990174",Villisca,http://zipatlas.com/us/ia/villisca.htm,"2,288",14.6,"#25,812",15
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,702,51016,http://zipatlas.com/us/ia/correctionville/zip-51016.htm,"42.471641, -95.804645",Correctionville,http://zipatlas.com/us/ia/correctionville.htm,"1,451",14.54,"#25,831",15
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,703,52165,http://zipatlas.com/us/ia/ridgeway/zip-52165.htm,"43.311714, -91.984607",Ridgeway,http://zipatlas.com/us/ia/ridgeway.htm,969,14.52,"#25,835",15
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,704,51646,http://zipatlas.com/us/ia/new-market/zip-51646.htm,"40.747685, -94.874449",New Market,http://zipatlas.com/us/ia/new-market.htm,816,14.44,"#25,859",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,705,52212,http://zipatlas.com/us/ia/center-junction/zip-52212.htm,"42.108797, -91.090273",Center Junction,http://zipatlas.com/us/ia/center-junction.htm,308,14.42,"#25,865",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,706,50453,http://zipatlas.com/us/ia/leland/zip-50453.htm,"43.363364, -93.647420",Leland,http://zipatlas.com/us/ia/leland.htm,605,14.39,"#25,880",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,707,51058,http://zipatlas.com/us/ia/sutherland/zip-51058.htm,"42.989032, -95.455738",Sutherland,http://zipatlas.com/us/ia/sutherland.htm,"1,073",14.37,"#25,884",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,708,50446,http://zipatlas.com/us/ia/joice/zip-50446.htm,"43.347465, -93.450891",Joice,http://zipatlas.com/us/ia/joice.htm,588,14.34,"#25,892",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,709,50611,http://zipatlas.com/us/ia/bristow/zip-50611.htm,"42.817335, -92.909947",Bristow,http://zipatlas.com/us/ia/bristow.htm,446,14.32,"#25,896",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,710,50532,http://zipatlas.com/us/ia/duncombe/zip-50532.htm,"42.441869, -94.000675",Duncombe,http://zipatlas.com/us/ia/duncombe.htm,"1,122",14.31,"#25,900",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,711,51027,http://zipatlas.com/us/ia/ireton/zip-51027.htm,"42.966515, -96.326460",Ireton,http://zipatlas.com/us/ia/ireton.htm,"1,248",14.28,"#25,910",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,712,50058,http://zipatlas.com/us/ia/coon-rapids/zip-50058.htm,"41.871174, -94.698171",Coon Rapids,http://zipatlas.com/us/ia/coon-rapids.htm,"2,061",14.28,"#25,912",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,713,50139,http://zipatlas.com/us/ia/lacona/zip-50139.htm,"41.198463, -93.369878",Lacona,http://zipatlas.com/us/ia/lacona.htm,"1,233",14.27,"#25,913",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,714,50076,http://zipatlas.com/us/ia/exira/zip-50076.htm,"41.592177, -94.841945",Exira,http://zipatlas.com/us/ia/exira.htm,"1,532",14.23,"#25,928",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,715,52646,http://zipatlas.com/us/ia/oakville/zip-52646.htm,"41.069668, -91.014990",Oakville,http://zipatlas.com/us/ia/oakville.htm,837,14.13,"#25,956",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,716,50136,http://zipatlas.com/us/ia/keswick/zip-50136.htm,"41.469501, -92.292764",Keswick,http://zipatlas.com/us/ia/keswick.htm,567,14.1,"#25,964",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,717,51354,http://zipatlas.com/us/ia/ocheyedan/zip-51354.htm,"43.422129, -95.549590",Ocheyedan,http://zipatlas.com/us/ia/ocheyedan.htm,"1,136",14.01,"#25,991",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,718,50590,http://zipatlas.com/us/ia/swea-city/zip-50590.htm,"43.407137, -94.295311",Swea City,http://zipatlas.com/us/ia/swea-city.htm,"1,032",14,"#25,994",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,719,50522,http://zipatlas.com/us/ia/burt/zip-50522.htm,"43.192019, -94.194683",Burt,http://zipatlas.com/us/ia/burt.htm,911,13.95,"#26,011",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,720,52225,http://zipatlas.com/us/ia/elberon/zip-52225.htm,"42.010734, -92.318317",Elberon,http://zipatlas.com/us/ia/elberon.htm,578,13.87,"#26,036",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,721,50510,http://zipatlas.com/us/ia/albert-city/zip-50510.htm,"42.759296, -94.985603",Albert City,http://zipatlas.com/us/ia/albert-city.htm,"1,227",13.81,"#26,052",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,722,52032,http://zipatlas.com/us/ia/bernard/zip-52032.htm,"42.289646, -90.839534",Bernard,http://zipatlas.com/us/ia/bernard.htm,"1,420",13.79,"#26,055",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,723,50277,http://zipatlas.com/us/ia/yale/zip-50277.htm,"41.779659, -94.341008",Yale,http://zipatlas.com/us/ia/yale.htm,507,13.75,"#26,067",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,724,52079,http://zipatlas.com/us/ia/zwingle/zip-52079.htm,"42.285788, -90.717183",Zwingle,http://zipatlas.com/us/ia/zwingle.htm,824,13.7,"#26,085",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,725,52077,http://zipatlas.com/us/ia/volga/zip-52077.htm,"42.832074, -91.560012",Volga,http://zipatlas.com/us/ia/volga.htm,471,13.7,"#26,087",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,726,51004,http://zipatlas.com/us/ia/anthon/zip-51004.htm,"42.380122, -95.918206",Anthon,http://zipatlas.com/us/ia/anthon.htm,"1,174",13.69,"#26,091",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,727,52335,http://zipatlas.com/us/ia/south-english/zip-52335.htm,"41.467961, -92.053796",South English,http://zipatlas.com/us/ia/south-english.htm,694,13.68,"#26,092",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,728,52543,http://zipatlas.com/us/ia/cedar/zip-52543.htm,"41.201977, -92.512669",Cedar,http://zipatlas.com/us/ia/cedar.htm,275,13.64,"#26,102",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,729,51338,http://zipatlas.com/us/ia/everly/zip-51338.htm,"43.205366, -95.318750",Everly,http://zipatlas.com/us/ia/everly.htm,"1,114",13.64,"#26,105",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,730,51465,http://zipatlas.com/us/ia/vail/zip-51465.htm,"42.086886, -95.200725",Vail,http://zipatlas.com/us/ia/vail.htm,870,13.63,"#26,106",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,731,52321,http://zipatlas.com/us/ia/onslow/zip-52321.htm,"42.141543, -90.980132",Onslow,http://zipatlas.com/us/ia/onslow.htm,477,13.63,"#26,107",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,732,50514,http://zipatlas.com/us/ia/armstrong/zip-50514.htm,"43.415156, -94.472410",Armstrong,http://zipatlas.com/us/ia/armstrong.htm,"1,593",13.58,"#26,122",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,733,50174,http://zipatlas.com/us/ia/murray/zip-50174.htm,"41.042325, -93.955064",Murray,http://zipatlas.com/us/ia/murray.htm,"1,383",13.58,"#26,126",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,734,50484,http://zipatlas.com/us/ia/woden/zip-50484.htm,"43.235304, -93.922863",Woden,http://zipatlas.com/us/ia/woden.htm,509,13.57,"#26,128",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,735,50222,http://zipatlas.com/us/ia/peru/zip-50222.htm,"41.215845, -93.959608",Peru,http://zipatlas.com/us/ia/peru.htm,577,13.5,"#26,145",14
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,736,50841,http://zipatlas.com/us/ia/corning/zip-50841.htm,"41.009072, -94.768812",Corning,http://zipatlas.com/us/ia/corning.htm,"3,100",13.41,"#26,163",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,737,51439,http://zipatlas.com/us/ia/charter-oak/zip-51439.htm,"42.085015, -95.578448",Charter Oak,http://zipatlas.com/us/ia/charter-oak.htm,"1,112",13.38,"#26,172",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,738,51037,http://zipatlas.com/us/ia/meriden/zip-51037.htm,"42.829944, -95.621960",Meriden,http://zipatlas.com/us/ia/meriden.htm,491,13.38,"#26,173",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,739,52580,http://zipatlas.com/us/ia/packwood/zip-52580.htm,"41.105218, -92.090331",Packwood,http://zipatlas.com/us/ia/packwood.htm,504,13.37,"#26,178",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,740,50609,http://zipatlas.com/us/ia/beaman/zip-50609.htm,"42.239565, -92.816607",Beaman,http://zipatlas.com/us/ia/beaman.htm,514,13.36,"#26,179",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,741,50577,http://zipatlas.com/us/ia/renwick/zip-50577.htm,"42.861556, -93.979743",Renwick,http://zipatlas.com/us/ia/renwick.htm,496,13.34,"#26,182",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,742,50478,http://zipatlas.com/us/ia/thompson/zip-50478.htm,"43.399247, -93.788643",Thompson,http://zipatlas.com/us/ia/thompson.htm,957,13.25,"#26,209",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,743,51528,http://zipatlas.com/us/ia/dow-city/zip-51528.htm,"41.909086, -95.501099",Dow City,http://zipatlas.com/us/ia/dow-city.htm,"1,074",13.21,"#26,218",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,744,50424,http://zipatlas.com/us/ia/buffalo-center/zip-50424.htm,"43.395909, -93.937370",Buffalo Center,http://zipatlas.com/us/ia/buffalo-center.htm,"1,706",13.21,"#26,219",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,745,52560,http://zipatlas.com/us/ia/floris/zip-52560.htm,"40.850522, -92.251368",Floris,http://zipatlas.com/us/ia/floris.htm,572,13.19,"#26,227",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,746,51654,http://zipatlas.com/us/ia/thurman/zip-51654.htm,"40.836097, -95.778511",Thurman,http://zipatlas.com/us/ia/thurman.htm,528,13.14,"#26,245",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,747,51433,http://zipatlas.com/us/ia/auburn/zip-51433.htm,"42.266641, -94.875334",Auburn,http://zipatlas.com/us/ia/auburn.htm,743,13.13,"#26,246",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,748,51049,http://zipatlas.com/us/ia/quimby/zip-51049.htm,"42.625761, -95.615037",Quimby,http://zipatlas.com/us/ia/quimby.htm,693,13.13,"#26,250",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,749,51431,http://zipatlas.com/us/ia/arthur/zip-51431.htm,"42.346279, -95.349858",Arthur,http://zipatlas.com/us/ia/arthur.htm,463,13.08,"#26,267",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,750,50671,http://zipatlas.com/us/ia/stanley/zip-50671.htm,"42.650429, -91.795819",Stanley,http://zipatlas.com/us/ia/stanley.htm,314,13.05,"#26,279",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,751,52170,http://zipatlas.com/us/ia/waterville/zip-52170.htm,"43.221211, -91.302103",Waterville,http://zipatlas.com/us/ia/waterville.htm,555,13.05,"#26,280",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,752,51061,http://zipatlas.com/us/ia/washta/zip-51061.htm,"42.575739, -95.719404",Washta,http://zipatlas.com/us/ia/washta.htm,516,13.04,"#26,289",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,753,50846,http://zipatlas.com/us/ia/fontanelle/zip-50846.htm,"41.307696, -94.556772",Fontanelle,http://zipatlas.com/us/ia/fontanelle.htm,"1,276",13.03,"#26,291",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,754,51022,http://zipatlas.com/us/ia/granville/zip-51022.htm,"42.975498, -95.859047",Granville,http://zipatlas.com/us/ia/granville.htm,857,13.02,"#26,293",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,755,50057,http://zipatlas.com/us/ia/columbia/zip-50057.htm,"41.178649, -93.156473",Columbia,http://zipatlas.com/us/ia/columbia.htm,217,13.02,"#26,294",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,756,50653,http://zipatlas.com/us/ia/marble-rock/zip-50653.htm,"42.968595, -92.885717",Marble Rock,http://zipatlas.com/us/ia/marble-rock.htm,659,13.01,"#26,298",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,757,50479,http://zipatlas.com/us/ia/thornton/zip-50479.htm,"42.945888, -93.408891",Thornton,http://zipatlas.com/us/ia/thornton.htm,708,12.99,"#26,303",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,758,52313,http://zipatlas.com/us/ia/mount-auburn/zip-52313.htm,"42.259096, -92.101448",Mount Auburn,http://zipatlas.com/us/ia/mount-auburn.htm,421,12.99,"#26,306",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,759,51571,http://zipatlas.com/us/ia/silver-city/zip-51571.htm,"41.142627, -95.616483",Silver City,http://zipatlas.com/us/ia/silver-city.htm,592,12.95,"#26,323",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,760,52572,http://zipatlas.com/us/ia/moulton/zip-52572.htm,"40.677013, -92.701964",Moulton,http://zipatlas.com/us/ia/moulton.htm,"1,133",12.9,"#26,341",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,761,52133,http://zipatlas.com/us/ia/castalia/zip-52133.htm,"43.093668, -91.663894",Castalia,http://zipatlas.com/us/ia/castalia.htm,591,12.89,"#26,345",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,762,52586,http://zipatlas.com/us/ia/rose-hill/zip-52586.htm,"41.339920, -92.469476",Rose Hill,http://zipatlas.com/us/ia/rose-hill.htm,580,12.88,"#26,347",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,763,51557,http://zipatlas.com/us/ia/mondamin/zip-51557.htm,"41.737020, -95.983990",Mondamin,http://zipatlas.com/us/ia/mondamin.htm,906,12.85,"#26,358",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,764,50164,http://zipatlas.com/us/ia/menlo/zip-50164.htm,"41.511099, -94.410218",Menlo,http://zipatlas.com/us/ia/menlo.htm,673,12.82,"#26,373",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,765,50128,http://zipatlas.com/us/ia/jamaica/zip-50128.htm,"41.849870, -94.300024",Jamaica,http://zipatlas.com/us/ia/jamaica.htm,412,12.77,"#26,388",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,766,50566,http://zipatlas.com/us/ia/moorland/zip-50566.htm,"42.437770, -94.323652",Moorland,http://zipatlas.com/us/ia/moorland.htm,439,12.72,"#26,407",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,767,52146,http://zipatlas.com/us/ia/harpers-ferry/zip-52146.htm,"43.176202, -91.205673",Harpers Ferry,http://zipatlas.com/us/ia/harpers-ferry.htm,912,12.71,"#26,408",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,768,50518,http://zipatlas.com/us/ia/barnum/zip-50518.htm,"42.525935, -94.365516",Barnum,http://zipatlas.com/us/ia/barnum.htm,518,12.71,"#26,409",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,769,50603,http://zipatlas.com/us/ia/alta-vista/zip-50603.htm,"43.189741, -92.465136",Alta Vista,http://zipatlas.com/us/ia/alta-vista.htm,594,12.69,"#26,417",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,770,50519,http://zipatlas.com/us/ia/bode/zip-50519.htm,"42.902768, -94.263313",Bode,http://zipatlas.com/us/ia/bode.htm,683,12.63,"#26,432",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,771,51364,http://zipatlas.com/us/ia/terril/zip-51364.htm,"43.300381, -94.966689",Terril,http://zipatlas.com/us/ia/terril.htm,784,12.61,"#26,435",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,772,50239,http://zipatlas.com/us/ia/saint-anthony/zip-50239.htm,"42.142843, -93.202958",Saint Anthony,http://zipatlas.com/us/ia/saint-anthony.htm,256,12.57,"#26,451",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,773,50576,http://zipatlas.com/us/ia/rembrandt/zip-50576.htm,"42.802568, -95.179198",Rembrandt,http://zipatlas.com/us/ia/rembrandt.htm,471,12.55,"#26,458",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,774,50157,http://zipatlas.com/us/ia/malcom/zip-50157.htm,"41.751876, -92.560418",Malcom,http://zipatlas.com/us/ia/malcom.htm,816,12.52,"#26,467",13
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,775,52594,http://zipatlas.com/us/ia/unionville/zip-52594.htm,"40.826462, -92.672724",Unionville,http://zipatlas.com/us/ia/unionville.htm,347,12.47,"#26,490",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,776,52155,http://zipatlas.com/us/ia/lime-springs/zip-52155.htm,"43.412758, -92.295716",Lime Springs,http://zipatlas.com/us/ia/lime-springs.htm,"1,363",12.46,"#26,492",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,777,50605,http://zipatlas.com/us/ia/aredale/zip-50605.htm,"42.831181, -93.020878",Aredale,http://zipatlas.com/us/ia/aredale.htm,210,12.43,"#26,508",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,778,50581,http://zipatlas.com/us/ia/rolfe/zip-50581.htm,"42.842996, -94.549778",Rolfe,http://zipatlas.com/us/ia/rolfe.htm,"1,148",12.41,"#26,515",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,779,50628,http://zipatlas.com/us/ia/elma/zip-50628.htm,"43.272710, -92.394046",Elma,http://zipatlas.com/us/ia/elma.htm,"1,420",12.39,"#26,527",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,780,50833,http://zipatlas.com/us/ia/bedford/zip-50833.htm,"40.667956, -94.699959",Bedford,http://zipatlas.com/us/ia/bedford.htm,"2,653",12.38,"#26,528",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,781,50457,http://zipatlas.com/us/ia/meservey/zip-50457.htm,"42.914737, -93.490518",Meservey,http://zipatlas.com/us/ia/meservey.htm,451,12.26,"#26,571",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,782,50582,http://zipatlas.com/us/ia/rutland/zip-50582.htm,"42.793920, -94.315110",Rutland,http://zipatlas.com/us/ia/rutland.htm,288,12.18,"#26,595",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,783,51565,http://zipatlas.com/us/ia/portsmouth/zip-51565.htm,"41.647376, -95.521516",Portsmouth,http://zipatlas.com/us/ia/portsmouth.htm,569,12.16,"#26,607",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,784,51533,http://zipatlas.com/us/ia/emerson/zip-51533.htm,"41.039454, -95.378172",Emerson,http://zipatlas.com/us/ia/emerson.htm,"1,066",12.15,"#26,610",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,785,50539,http://zipatlas.com/us/ia/fenton/zip-50539.htm,"43.233560, -94.419913",Fenton,http://zipatlas.com/us/ia/fenton.htm,649,12.11,"#26,625",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,786,50066,http://zipatlas.com/us/ia/dawson/zip-50066.htm,"41.805551, -94.212482",Dawson,http://zipatlas.com/us/ia/dawson.htm,333,12.11,"#26,626",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,787,50447,http://zipatlas.com/us/ia/kanawha/zip-50447.htm,"42.931258, -93.798571",Kanawha,http://zipatlas.com/us/ia/kanawha.htm,"1,276",12.1,"#26,634",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,788,50002,http://zipatlas.com/us/ia/adair/zip-50002.htm,"41.514778, -94.648341",Adair,http://zipatlas.com/us/ia/adair.htm,"1,339",12.1,"#26,635",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,789,51350,http://zipatlas.com/us/ia/melvin/zip-51350.htm,"43.308446, -95.595654",Melvin,http://zipatlas.com/us/ia/melvin.htm,483,12.09,"#26,640",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,790,50565,http://zipatlas.com/us/ia/marathon/zip-50565.htm,"42.857089, -95.001020",Marathon,http://zipatlas.com/us/ia/marathon.htm,575,12.08,"#26,641",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,791,50235,http://zipatlas.com/us/ia/rippey/zip-50235.htm,"41.920969, -94.222525",Rippey,http://zipatlas.com/us/ia/rippey.htm,532,12.05,"#26,654",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,792,51545,http://zipatlas.com/us/ia/little-sioux/zip-51545.htm,"41.843937, -96.016744",Little Sioux,http://zipatlas.com/us/ia/little-sioux.htm,512,12.02,"#26,660",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,793,51467,http://zipatlas.com/us/ia/westside/zip-51467.htm,"42.057762, -95.120731",Westside,http://zipatlas.com/us/ia/westside.htm,596,12,"#26,674",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,794,51018,http://zipatlas.com/us/ia/cushing/zip-51018.htm,"42.449661, -95.680771",Cushing,http://zipatlas.com/us/ia/cushing.htm,493,11.98,"#26,677",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,795,50561,http://zipatlas.com/us/ia/lytton/zip-50561.htm,"42.417745, -94.850820",Lytton,http://zipatlas.com/us/ia/lytton.htm,608,11.97,"#26,683",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,796,51532,http://zipatlas.com/us/ia/elliott/zip-51532.htm,"41.137981, -95.109116",Elliott,http://zipatlas.com/us/ia/elliott.htm,757,11.96,"#26,688",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,797,50541,http://zipatlas.com/us/ia/gilmore-city/zip-50541.htm,"42.710228, -94.452387",Gilmore City,http://zipatlas.com/us/ia/gilmore-city.htm,"1,021",11.84,"#26,721",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,798,52134,http://zipatlas.com/us/ia/chester/zip-52134.htm,"43.467803, -92.424234",Chester,http://zipatlas.com/us/ia/chester.htm,406,11.73,"#26,761",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,799,52576,http://zipatlas.com/us/ia/ollie/zip-52576.htm,"41.208681, -92.129694",Ollie,http://zipatlas.com/us/ia/ollie.htm,570,11.73,"#26,762",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.8.htm,800,50026,http://zipatlas.com/us/ia/bagley/zip-50026.htm,"41.860719, -94.453497",Bagley,http://zipatlas.com/us/ia/bagley.htm,686,11.69,"#26,773",12
http://zipatlas.com/us/ia/zip-code-comparison/population-density.4.htm,301,52327,http://zipatlas.com/us/ia/riverside/zip-52327.htm,"41.472192, -91.577286",Riverside,http://zipatlas.com/us/ia/riverside.htm,"2,887",36.02,"#20,354",36
http://zipatlas.com/us/ia/zip-code-comparison/population-density.4.htm,302,52772,http://zipatlas.com/us/ia/tipton/zip-52772.htm,"41.742429, -91.149833",Tipton,http://zipatlas.com/us/ia/tipton.htm,"4,959",35.93,"#20,375",36
http://zipatlas.com/us/ia/zip-code-comparison/population-density.4.htm,303,50450,http://zipatlas.com/us/ia/lake-mills/zip-50450.htm,"43.421186, -93.522315",Lake Mills,http://zipatlas.com/us/ia/lake-mills.htm,"2,984",35.92,"#20,377",36
http://zipatlas.com/us/ia/zip-code-comparison/population-density.4.htm,304,50627,http://zipatlas.com/us/ia/eldora/zip-50627.htm,"42.350393, -93.093896",Eldora,http://zipatlas.com/us/ia/eldora.htm,"3,979",35.86,"#20,394",36
http://zipatlas.com/us/ia/zip-code-comparison/population-density.4.htm,305,50028,http://zipatlas.com/us/ia/baxter/zip-50028.htm,"41.812016, -93.153672",Baxter,http://zipatlas.com/us/ia/baxter.htm,"1,554",35.46,"#20,468",35
http://zipatlas.com/us/ia/zip-code-comparison/population-density.4.htm,306,52318,http://zipatlas.com/us/ia/norway/zip-52318.htm,"41.890333, -91.895620",Norway,http://zipatlas.com/us/ia/norway.htm,"1,265",35.45,"#20,469",35
http://zipatlas.com/us/ia/zip-code-comparison/population-density.4.htm,307,50061,http://zipatlas.com/us/ia/cumming/zip-50061.htm,"41.491638, -93.794480",Cumming,http://zipatlas.com/us/ia/cumming.htm,"1,217",35.11,"#20,522",35
