,year,county_code,nan,working_pop,employed_pop,unemployed_pop,unemp_perc
490,2003,13215,,83339.0,78888.0,4451.0,5.3
491,2003,13217,,37464.0,35495.0,1969.0,5.3
492,2003,13219,,15875.0,15421.0,454.0,2.9
493,2003,13221,,7285.0,6987.0,298.0,4.1
494,2003,13223,,52290.0,50125.0,2165.0,4.1
495,2003,13225,,11276.0,10622.0,654.0,5.8
496,2003,13227,,13644.0,13048.0,596.0,4.4
497,2003,13229,,7902.0,7559.0,343.0,4.3
498,2003,13231,,7230.0,6856.0,374.0,5.2
499,2003,13233,,19626.0,18703.0,923.0,4.7
500,2003,13235,,4284.0,4096.0,188.0,4.4
501,2003,13237,,9095.0,8690.0,405.0,4.5
502,2003,13239,,971.0,921.0,50.0,5.1
